SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLenght,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,SingleLayerSum-Splitted,singleLayerInfTimeProf
sequential-mobilenetv2_1.00_160-block_12_add-add_0,0.12042872399979387,0.10988935000204947,0.924,4.0,0.0019726990001345257,0.00011971700587309897,9600,0.19933353299984446,0.01219049300016195,Add,117024,3109632,0.5654497649977657,0
sequential-mobilenetv2_1.00_160-block_13_expand_BN-FusedBatchNormV3_0,0.07308054099985384,0.09192767000058666,1.004,4.0,0.0037110880000454927,0.0002743049990385771,57600,0.20251857899984316,0.010871148999967772,Conv,55872,55296,0.6307596279991685,0
sequential-mobilenetv2_1.00_160-block_13_pad-Pad_0,0.08722304499997335,0.08960764099902008,0.897,4.0,0.008376966000014363,0.00035178799589630216,69696,0.23771740100005445,0.01913286700005301,Pad,0,1728,0.6189371530006156,0
sequential-mobilenetv2_1.00_160-block_13_depthwise_BN-FusedBatchNormV3_0,0.11602639100010492,0.16740600200137123,0.892,4.0,0.0014381519999915326,0.00015782000264152884,14400,0.2084083920001376,0.009945117999677677,Conv,5760,2985984,0.5123354459981329,0
sequential-mobilenetv2_1.00_160-block_13_project_BN-FusedBatchNormV3_0,0.11798657700001058,0.084160996004357,1.01,4.0,0.0020736459998715873,0.00010150999878533185,4000,0.1984046169998237,0.029456429999981992,Conv,92320,93888,0.5936202659952414,0
sequential-mobilenetv2_1.00_160-block_14_add-add_0,0.11711991999982274,0.07066101601230912,0.938,4.0,0.001166526000133672,0.00010539199865888804,4000,0.17371175600010247,0.014330633999861675,Add,320800,8614240,0.6079869029874772,0
sequential-mobilenetv2_1.00_160-block_15_add-add_0,0.13586465500020495,0.09711447100562509,0.967,4.0,0.0010604720000628731,0.00012020100257359445,4000,0.17400762800002667,0.013720286000079795,Add,317920,8611360,0.562788712993779,0
sequential-mobilenetv2_1.00_160-block_16_expand_BN-FusedBatchNormV3_0,0.15791318399988086,0.09008187500876375,0.985,4.0,0.0035761720000664354,0.00017459300579503179,24000,0.22317063199989207,0.014196025999808626,Conv,154560,153600,0.5477727799909644,0
sequential-mobilenetv2_1.00_160-block_16_depthwise_BN-FusedBatchNormV3_0,0.15489845000001878,0.08277717199234758,0.958,4.0,0.0019144099999266473,0.00018335900676902384,24000,0.20221035100007612,0.008147146999817778,Conv,9600,8297280,0.5580922170072427,0
sequential-mobilenetv2_1.00_160-block_16_project_BN-FusedBatchNormV3_0,0.14969702100006543,0.07658177800476551,0.914,4.0,0.001781059999984791,0.00011782099318224937,8000,0.20418954699994174,0.021587196000155018,Conv,307520,310080,0.5694890399947781,0
sequential-mobilenetv2_1.00_160-Conv_1-Conv2D_0,0.17494377100001657,0.07756465500278864,0.815,4.0,0.0020307980000779935,0.0002402540121693164,32000,0.19814161599992985,0.02371287199980543,Conv,409600,409600,0.5432594129968038,0
sequential-mobilenetv2_1.00_160-Conv_1_bn-FusedBatchNormV3_0,0.15979075500013096,0.02986270800465718,0.792,4.0,0.00412724500006334,0.00022004099446348846,32000,0.207135345000097,0.01926617100002659,BatchNormalization,5120,3840,0.6061143759948209,0
sequential-global_average_pooling2d-Mean_0,0.16121369500001492,0.029438673998811282,0.798,4.0,0.0014114529999460501,9.09770024009049e-05,1280,0.1716110929999104,0.013708622999956788,GlobalAveragePool,0,35840,0.6051154700007828,0
sequential-dense-MatMul_0,0.20534480599985727,0.027983498002868146,0.911,4.0,0.001294027999847458,7.818700396455824e-05,1,0.18421704399997907,0.012859666000167636,MatMul,1280,1280,0.5624395349968836,0
SplitLayer,1stInfTime,2ndInfTime,oscarJobTime,kubePodTime,tensorSaveTime,tensorLoadTime,tensorLenght,networkingTime,singleLayerInfTime,OpType,NrParameters,FLOPS,SingleLayerSum-Splitted,singleLayerInfTimeProf
NO_SPLIT,0.13633982699980152,0,0,0,0,0,0,0,0,,,,0.6882170829987899,
NO_SPLIT,0,0.18015818600542843,1.035,4.0,0,0.0003684940020320937,76800,0.22083485400003156,0,,,,0.644398723993163,
sequential-mobilenetv2_1.00_160-bn_Conv1-FusedBatchNormV3_0,0.022461291999889,0.17135119398881216,0.978,4.0,0.029798317999848223,0.0007713399972999468,204800,0.34167576799995913,0.02610060799997882,Conv,896,864,0.6307444240098903,0
sequential-mobilenetv2_1.00_160-expanded_conv_depthwise_BN-FusedBatchNormV3_0,0.018153460999883464,0.15215708999312483,1.012,4.0,0.007720097999936115,0.0007635139918420464,204800,0.2427487850000034,0.02485213099998873,Conv,320,9312,0.6542463590055831,0
sequential-mobilenetv2_1.00_160-expanded_conv_project_BN-FusedBatchNormV3_0,0.014129628000091543,0.16759993899904657,1.001,5.0,0.005839124999965861,0.00043958199967164546,102400,0.36314341100001,0.031235641999955988,Conv,528,608,0.6428273429994533,0
sequential-mobilenetv2_1.00_160-block_1_expand-Conv2D_0,0.03575034000004962,0.198842601996148,0.97,4.0,0.019170276000068043,0.0022346979967551306,614400,0.45198761000006016,0.06002736600021308,Conv,1536,1536,0.5899639680023938,0
sequential-mobilenetv2_1.00_160-block_1_expand_BN-FusedBatchNormV3_0,0.03306788999998389,0.17644391299108975,1.018,4.0,0.017140284999868527,0.002149238993297331,614400,0.44945428999994874,0.04036061199985852,BatchNormalization,384,288,0.6150451070075178,0
sequential-mobilenetv2_1.00_160-block_1_pad-Pad_0,0.03523879199997282,0.18813336199673358,0.947,4.0,0.018519651000133308,0.0022675930085824803,629856,0.39866494099987904,0.038755680000122084,Pad,0,288,0.601184756001885,0
sequential-mobilenetv2_1.00_160-block_1_depthwise_BN-FusedBatchNormV3_0,0.023084099000016067,0.18265268500545062,0.947,4.0,0.00894685599996592,0.0006126349908299744,153600,0.250797915000021,0.03156479700010095,Conv,960,82944,0.6188201259931247,0
sequential-mobilenetv2_1.00_160-block_1_project_BN-FusedBatchNormV3_0,0.015406998999878851,0.18075253799906932,0.957,4.0,0.004507262000061019,0.0002492990024620667,38400,0.14767736699991474,0.013811245999931998,Conv,2328,2592,0.6283973729996433,0
sequential-mobilenetv2_1.00_160-block_2_add-add_0,0.01886767299993153,0.08920940500684083,0.947,4.0,0.003244766000079835,0.00022888000239618123,38400,0.17709382500015636,0.013273496000238083,Add,8952,233232,0.7164798319918191,0
sequential-mobilenetv2_1.00_160-block_3_expand_BN-FusedBatchNormV3_0,0.028428954999981215,0.16942977700091433,0.914,4.0,0.009945871999889278,0.0009978769958252087,230400,0.3030868929999997,0.021071152999866172,Conv,3600,3456,0.6266981779976959,0
sequential-mobilenetv2_1.00_160-block_3_pad-Pad_0,0.029570805000048495,0.16695036900637206,0.972,4.0,0.01011413200012612,0.0008970799972303212,242064,0.2564521290000812,0.023831335000068066,Pad,0,432,0.6280357359921709,0
sequential-mobilenetv2_1.00_160-block_3_depthwise_BN-FusedBatchNormV3_0,0.026217077000183053,0.17204207999748178,0.915,4.0,0.0040345969998725195,0.0003356509987497702,57600,0.18583338600001298,0.03763241999968159,Conv,1440,186624,0.6262977530009266,0
sequential-mobilenetv2_1.00_160-block_3_project_BN-FusedBatchNormV3_0,0.0197885640000095,0.16392940099467523,0.906,4.0,0.0019338090000928787,0.0001403600035700947,12800,0.13066658200000347,0.015207655999802228,Conv,4640,5040,0.6408389450039067,0
sequential-mobilenetv2_1.00_160-block_4_add-add_0,0.0386430979999659,0.17531687999144197,0.929,4.0,0.0029848510000647366,0.00013434200081974268,12800,0.2417218769999181,0.009627612000258523,Add,15008,358592,0.6105969320071836,0
sequential-mobilenetv2_1.00_160-block_5_add-add_0,0.025662027000180387,0.1651416389941005,0.963,5.0,0.0018199920000370184,0.00013077699986752123,12800,0.14745786100002078,0.01933924399963871,Add,14432,358016,0.6337532440043105,0
sequential-mobilenetv2_1.00_160-block_6_expand_BN-FusedBatchNormV3_0,0.030604582000250957,0.17894024000270292,0.864,4.0,0.003510284000185493,0.000457108995760791,76800,0.20033834500009107,0.014801833000092302,Conv,6336,6144,0.6150120879956376,0
sequential-mobilenetv2_1.00_160-block_6_pad-Pad_0,0.02875054399964938,0.1182505820033839,0.985,4.0,0.0038900350000403705,0.0003782620042329654,84672,0.1833233199999995,0.015309510999941267,Pad,0,576,0.6775557839955582,0
sequential-mobilenetv2_1.00_160-block_6_depthwise_BN-FusedBatchNormV3_0,0.03141365700003007,0.18015740400005598,0.93,4.0,0.006156112000098801,0.00015675200847908854,19200,0.16401732599979368,0.015163791999839304,Conv,1920,331776,0.6129858489985054,0
sequential-mobilenetv2_1.00_160-block_6_project_BN-FusedBatchNormV3_0,0.028429090000372526,0.1829814610100584,0.938,4.0,0.0029157280000617902,0.00011622800957411528,6400,0.15261968699996942,0.01244777800002339,Conv,12352,12864,0.6131463589881605,0
sequential-mobilenetv2_1.00_160-block_7_add-add_0,0.030959041000187426,0.18011022300925106,0.997,3.0,0.002148578999822348,0.00010838199523277581,6400,0.12557245899961345,0.011170204999871203,Add,54592,1386112,0.613487645989153,0
sequential-mobilenetv2_1.00_160-block_8_add-add_0,0.03948737499968047,0.08532853100041393,0.959,4.0,0.003183743000136019,0.00011139101115986705,6400,0.13104941200026587,0.010060055999929318,Add,53440,1384960,0.699741003998497,0
sequential-mobilenetv2_1.00_160-block_9_add-add_0,0.03640121699982046,0.10385925200534984,1.028,4.0,0.001581926999733696,0.00011174999235663563,6400,0.16026444399994944,0.010423254999750498,Add,53440,1384960,0.6842964409934211,0
